customer_id,first_name,last_name,gender,birth_year,loyalty_tier,home_suburb,signup_date
C00369,Rajesh,Mabena,M,,Bronze,Pinetown,2023-01-17
C00370,Bongani,Botha,F,1955,Bronze,Walmer,2023-05-16
C00371,Mosa,Mthembu,F,1972,Bronze,Stellenbosch Central,2024-01-16
C00372,Tumelo,Botha,F,1995,Bronze,Edenvale,2024-03-15
C00373,Mosa,Mabaso,M,1955,Bronze,Westville,2023-08-20
C00374,Fatima,Jones,F,1999,Bronze,Rosebank,2024-12-11
C00375,Naledi,du Plessis,F,1979,Silver,Paarl Central,2023-11-17
C00376,Marius,Mthembu,F,2004,Silver,Vincent,2024-11-24
C00377,Themba,Ndlovu,M,1955,Bronze,Randburg,2025-01-09
C00378,Sizwe,Mokwena,M,1994,Silver,Stellenbosch Central,2023-04-13
C00379,Naledi,Zulu,M,1979,Bronze,Parow,2023-09-11
C00380,Busisiwe,Mabaso,F,1993,Bronze,Walmer,2023-01-28
C00381,Mandisa,Mthembu,F,1993,Silver,Alberton,2024-10-23
C00382,Nomvula,Pillay,F,1962,Bronze,Constantia,2024-06-24
C00383,Thabo,Mhlongo,M,1963,Silver,Wonderpark,2024-01-10
C00384,Ibrahim,van der Merwe,M,2004,Bronze,Sea Point,2023-09-26
C00385,Sizwe,Mokoena,M,2005,Bronze,Phoenix,2025-02-24
C00386,Emma,Smith,M,1960,Bronze,Bellville,2023-10-12
C00387,Tshepo,Mthembu,F,1968,Bronze,Centurion,2024-02-05
C00388,Lesedi,Ndlovu,F,1982,Silver,Khayelitsha,2023-09-08
C00389,Tshepo,Smith,F,1994,Bronze,Beacon Bay,2025-01-28
C00390,Mandla,Zulu,F,1963,Bronze,Randburg,2024-06-19
C00391,Fatima,Patel,F,1963,Silver,Mitchell's Plain,2025-02-28
C00392,Lerato,Mabena,M,1972,Bronze,Richards Bay Central,2024-10-04
C00393,Zanele,Coetzee,F,1978,Silver,Tygervalley,2024-01-12
C00394,Refilwe,Patel,M,1991,Bronze,Phoenix,2023-01-03
C00395,Sipho,Nkosi,F,1985,Gold,George Central,2024-10-19
C00396,Yusuf,Moyo,F,1970,Silver,Brooklyn,2025-04-25
C00397,Zanele,Mkhize,F,1987,Bronze,Edenvale,2025-04-03
C00398,Fatima,Mokoena,,1959,Silver,Krugersdorp,2023-12-02
C00399,Tshepo,Buthelezi,F,1978,Bronze,Krugersdorp,2025-01-27
C00400,Kabelo,Pillay,F,1992,Gold,Midrand,2024-07-13
C00401,Lehlogonolo,Pillay,F,,Bronze,Mthatha Central,2025-05-09
C00402,Nokwanda,Nkosi,,1955,Bronze,Krugersdorp,2023-04-17
C00403,Sizwe,Adams,,1981,Bronze,Bellville,2024-12-29
C00404,Busisiwe,Mabaso,F,1969,Bronze,Walmer,2024-01-17
C00405,Michael,Mabaso,M,1987,Silver,Constantia,2024-08-29
C00406,Kgomotso,Khumalo,F,1963,Bronze,Centurion,2025-03-31
C00407,James,Tshabalala,F,1972,Gold,Parow,2024-08-21
C00408,Lindiwe,Mokwena,F,1983,Bronze,PMB Central,2024-01-02
C00409,Refiloe,Naidoo,F,1984,Bronze,Tygervalley,2025-04-06
C00410,Lungile,Mthembu,M,1999,Bronze,Centurion,2023-06-01
C00411,Tshepo,Pillay,,1980,Bronze,Boksburg,2025-04-19
C00412,Mandla,Dlamini,,1983,Bronze,Paarl Central,2024-04-18
C00413,Lindiwe,Mahlangu,F,1958,Gold,Parow,2024-02-15
C00414,Marius,Mabaso,M,1971,Bronze,Constantia,2023-07-22
C00415,Mosa,Jones,M,1960,Silver,Menlyn,2023-05-06
C00416,Sipho,van Wyk,F,1991,Silver,Hayfields,2023-01-31
C00417,Sarah,Smith,F,1968,Bronze,Berea,2025-06-23
C00418,Themba,Mokoena,M,1994,Bronze,Wonderpark,2025-06-22
C00419,Yusuf,du Plessis,F,1972,Bronze,Vincent,2025-06-24
C00420,Bontle,Adams,F,1989,Gold,Randburg,2024-05-11
C00421,Anika,Mkhize,M,1979,Bronze,Berea,2023-08-13
C00422,Lerato,Khan,F,1985,Silver,Edenvale,2023-06-13
C00423,Lindiwe,Pillay,M,1972,Silver,Khayelitsha,2025-02-21
C00424,Nokuthula,Mkhize,M,1979,Silver,George Central,2023-06-30
C00425,Andile,Zwane,F,2002,Silver,Claremont,2024-12-21
C00426,Nokwanda,Cele,M,1991,Gold,Hayfields,2023-06-29
C00427,Rajesh,Mokoena,F,1969,Bronze,Umhlanga,2023-01-01
C00428,Pieter,Ngcobo,F,1963,Bronze,Centurion,2023-03-02
C00429,Lerato,Mokwena,M,1964,Silver,Hatfield,2023-03-16
C00430,Marius,Sibanda,M,1976,Bronze,Tygervalley,2025-01-19
C00431,David,Coetzee,M,1966,Bronze,Pinetown,2025-03-16
C00432,Anika,Govender,M,1966,Silver,Alberton,2023-05-11
C00433,Mandla,Nkosi,M,1991,Gold,Richards Bay Central,2024-09-08
C00434,Johan,Ngcobo,F,1991,Bronze,Menlyn,2025-02-02
C00435,Zanele,Pillay,F,1975,Silver,Stellenbosch Central,2025-04-21
C00436,Sibusiso,Mabena,F,1971,Bronze,Randburg,2023-09-20
C00437,Karabo,Sithole,M,1958,Silver,Tygervalley,2025-06-24
C00438,Emma,Coetzee,M,1977,Bronze,Umhlanga,2025-03-18
C00439,Nokulunga,Mkhize,M,1998,Bronze,CBD,2023-10-29
C00440,Lerato,Tshabalala,F,1961,Bronze,Soweto,2023-06-14
C00441,Vuyo,Ndlovu,M,1960,Gold,Umhlanga,2024-03-17
C00442,Mosa,Botha,M,1982,Bronze,Sandton,2023-07-14
C00443,Emma,Buthelezi,M,2001,Bronze,Krugersdorp,2023-09-01
C00444,Lindiwe,Khumalo,F,1990,Bronze,Hatfield,2023-01-04
C00445,David,Mabaso,F,1997,Bronze,Paarl Central,2023-01-27
C00446,Sizwe,Botha,M,1960,Bronze,Fourways,2024-04-27
C00447,Rajesh,Patel,F,1989,Bronze,Soweto,2024-01-14
C00448,Mandla,Jones,F,1983,Bronze,Brooklyn,2024-07-31
C00449,Nomvula,Mokwena,M,1997,Bronze,PMB Central,2024-02-28
C00450,Lehlogonolo,Zwane,F,1958,Silver,Wonderpark,2024-07-02
C00451,Lungile,du Plessis,M,1970,Bronze,CBD,2024-05-29
C00452,Kgomotso,Adams,M,1998,Bronze,Berea,2023-06-27
C00453,Refilwe,Naidoo,M,,Bronze,Greenacres,2024-03-21
C00454,Palesa,Mokwena,M,1971,Silver,Constantia,2023-03-31
C00455,Sarah,Buthelezi,F,1975,Bronze,Sea Point,2025-03-16
C00456,Nokwanda,Ngcobo,M,2005,Bronze,Bellville,2024-08-03
C00457,Lesedi,Zwane,M,1961,Bronze,Paarl Central,2025-03-15
C00458,Mpho,Nyathi,M,1981,Bronze,Richards Bay Central,2024-09-15
C00459,Priya,Mokoena,F,1980,Bronze,Walmer,2024-02-16
C00460,Sipho,Sibanda,M,1976,Bronze,Umhlanga,2023-10-03
C00461,Marius,Dlamini,F,2005,Bronze,Hayfields,2025-05-28
C00462,Nokwanda,Sithole,,1969,Gold,Berea,2023-11-25
C00463,Busisiwe,Moyo,M,1960,Bronze,Wonderpark,2025-01-28
C00464,Rajesh,Adams,M,1958,Bronze,Krugersdorp,2024-12-27
C00465,Aisha,Sibanda,F,1988,Bronze,Midrand,2025-06-15
C00466,Khanyisile,Pretorius,M,,Bronze,Hatfield,2024-12-22
C00467,Palesa,Khan,F,1984,Bronze,Mitchell's Plain,2024-11-28
C00468,Lerato,Pillay,F,1993,Gold,Umhlanga,2023-12-25
C00469,Anika,Botha,M,1971,Bronze,Alberton,2023-01-29
C00470,Sarah,Khumalo,F,1991,Bronze,Edenvale,2024-10-24
C00471,Nokuthula,Naidoo,F,1981,Silver,Greenacres,2023-01-10
C00472,Priya,Mahlangu,M,1993,Bronze,Berea,2025-04-04
C00473,Ayanda,Khan,F,1979,Bronze,Sandton,2024-04-22
C00474,Ayanda,Adams,M,1980,Bronze,Beacon Bay,2025-05-13
C00475,Khanyisile,Mhlongo,M,1993,Bronze,Paarl Central,2024-05-08
C00476,Zanele,Mabena,,1995,Bronze,Vincent,2024-12-29
C00477,Mosa,Mthembu,F,1988,Silver,Berea,2024-02-18
C00478,Tumelo,Tshabalala,M,,Bronze,Alberton,2023-09-23
C00479,Emma,Sibanda,F,1957,Gold,Midrand,2023-08-16
C00480,Lungile,Nyathi,M,1985,Bronze,Phoenix,2023-11-04
C00481,Mandisa,Botha,M,1990,Bronze,Parow,2025-01-28
C00482,Kagiso,Buthelezi,M,1966,Silver,Vincent,2023-04-02
C00483,Nokuthula,Cele,F,1974,Silver,Hatfield,2023-09-24
C00484,Lesedi,Maseko,F,1962,Silver,Westville,2024-08-17
C00485,Kabelo,Ndlovu,F,1967,Silver,Soweto,2024-06-26
C00486,Ayanda,Moyo,F,1964,Bronze,Wonderpark,2024-08-06
C00487,Michael,Mokwena,F,2000,Bronze,Menlyn,2024-10-08
C00488,Mandla,Tshabalala,M,1955,Bronze,Tygervalley,2024-08-13
C00489,Lehlogonolo,Botha,F,2003,Bronze,Rosebank,2024-10-10
C00490,David,Sibanda,F,1985,Bronze,Midrand,2025-01-18
C00491,Marius,Nkosi,M,2003,Bronze,Greenacres,2023-01-05
C00492,Thandiwe,Pillay,F,1977,Bronze,Phoenix,2024-08-25
C00493,Ayanda,Botha,F,1957,Bronze,Chatsworth,2024-09-02
C00494,Fatima,Mabena,F,1998,Bronze,Hayfields,2024-01-03
C00495,Lehlogonolo,Pretorius,F,,Bronze,Parow,2023-08-05
C00496,Vuyo,Dlamini,M,1965,Silver,CBD,2024-01-20
C00497,Thandiwe,Patel,M,,Gold,Beacon Bay,2023-01-21
C00498,Nomvula,Zulu,F,1979,Bronze,Walmer,2023-06-06
C00499,Sizwe,Nkosi,F,1997,Bronze,Pinetown,2024-09-12
C00500,Nokwanda,Mahlangu,F,1961,Bronze,Alberton,2023-04-27
C00501,Karabo,Sithole,F,1993,Bronze,Chatsworth,2023-07-26
C00502,Anika,Moyo,F,1957,Silver,Walmer,2024-05-07
C00503,Pieter,Pillay,F,1997,Bronze,Richards Bay Central,2024-11-16
C00504,Rajesh,Mokwena,M,2004,Silver,Paarl Central,2023-09-20
C00505,Mosa,Govender,F,1973,Bronze,George Central,2025-06-14
C00506,Sipho,Maseko,F,1998,Silver,Paarl Central,2025-05-21
C00507,Lehlogonolo,Mokoena,F,1963,Bronze,Randburg,2024-03-24
C00508,Kabelo,Khan,M,1960,Bronze,Mitchell's Plain,2024-02-15
C00509,James,van Wyk,F,1979,Bronze,Wonderpark,2024-10-26
C00510,Bontle,Botha,F,1999,Gold,Tygervalley,2024-08-27
C00511,Priya,Mkhize,M,1966,Silver,Pinetown,2023-01-30
C00512,Nokulunga,Mahlangu,F,1986,Bronze,CBD,2023-03-06
C00513,Kagiso,Tshabalala,F,1998,Silver,Richards Bay Central,2023-08-18
C00514,Tumelo,Mabena,M,1999,Bronze,Beacon Bay,2025-01-14
C00515,Andile,du Plessis,F,1998,Bronze,Ballito,2024-09-19
C00516,Nomvula,Nkosi,M,1965,Bronze,Hayfields,2025-06-09
C00517,Refilwe,Ndlovu,M,1975,Gold,Khayelitsha,2024-07-17
C00518,Mosa,Radebe,F,1970,Bronze,Richards Bay Central,2024-04-03
C00519,Tshepo,Coetzee,F,1962,Silver,Claremont,2023-04-16
C00520,James,Moyo,F,,Bronze,Berea,2024-09-25
C00521,Thandiwe,Mthembu,M,1990,Bronze,Menlyn,2024-01-08
C00522,Dineo,Khumalo,M,1984,Silver,Berea,2024-04-29
C00523,Sibusiso,Mhlongo,M,1962,Bronze,Sea Point,2023-12-16
C00524,Anika,Maseko,M,1978,Bronze,Tygervalley,2024-05-19
C00525,Naledi,Moyo,F,1994,Bronze,Fourways,2023-08-09
C00526,Michael,Pretorius,M,1961,Bronze,Mthatha Central,2025-05-07
C00527,Lungile,Zwane,F,1983,Bronze,Phoenix,2023-05-18
C00528,Rajesh,Nkosi,M,1958,Bronze,Westville,2024-05-09
C00529,Aisha,van der Merwe,M,1966,Bronze,Soweto,2024-11-04
C00530,Nthabiseng,Sibiya,M,1987,Bronze,Berea,2024-12-10
C00531,Lehlogonolo,Pillay,F,1976,Bronze,Parow,2023-05-22
C00532,Emma,Sibiya,M,2002,Silver,Ballito,2025-05-31
C00533,Johan,Buthelezi,M,1967,Silver,Greenacres,2023-12-20
C00534,Lungile,Mahlangu,,1996,Bronze,PMB Central,2024-12-11
C00535,Thandiwe,Tshabalala,M,2003,Bronze,Richards Bay Central,2024-11-14
C00536,Sibusiso,Moyo,M,1989,Silver,Sea Point,2024-06-19
C00537,Lindiwe,Dlamini,F,1958,Bronze,Tygervalley,2023-10-21
C00538,Lungile,Patel,F,1958,Bronze,PMB Central,2023-02-03
C00539,Anika,Jones,F,1998,Silver,Vincent,2024-07-28
C00540,Sarah,Pillay,M,2005,Bronze,Beacon Bay,2023-02-18
C00541,Sarah,Radebe,F,2005,Bronze,Ballito,2023-02-25
C00542,Thabo,Patel,F,2004,Bronze,Edenvale,2024-10-10
C00543,Sibusiso,Mhlongo,M,1989,Bronze,Midrand,2023-10-29
C00544,Rachel,van der Merwe,,1959,Bronze,Phoenix,2023-05-03
C00545,Sarah,Mokoena,F,1990,Bronze,Boksburg,2023-01-06
C00546,Pieter,van Wyk,M,,Gold,Berea,2024-09-22
C00547,Khanyisile,Mthembu,F,1991,Bronze,Centurion,2024-06-22
C00548,Nokuthula,van der Merwe,M,2005,Bronze,PMB Central,2024-02-18
C00549,Tshepo,Cele,F,1968,Bronze,Alberton,2023-08-12
C00550,Lehlogonolo,Ngcobo,M,1990,Gold,Sea Point,2023-12-21
C00551,Rachel,Pillay,M,1994,Bronze,CBD,2024-11-29
C00552,Johan,Radebe,M,1962,Bronze,Alberton,2023-01-26
C00553,Fatima,Mhlongo,M,1987,Bronze,Vincent,2023-07-17
C00554,Johan,Joseph,F,1961,Gold,PMB Central,2023-03-09
C00555,Sizwe,Naidoo,M,1982,Bronze,Walmer,2025-06-18
C00556,Olwethu,Smith,M,1959,Bronze,Pinetown,2025-01-04
C00557,Pieter,Mokoena,F,1958,Bronze,Constantia,2024-08-11
C00558,Dineo,Govender,M,1981,Bronze,Rosebank,2023-11-20
C00559,Lerato,Radebe,M,,Silver,Constantia,2025-02-13
C00560,Olwethu,Zwane,F,1959,Bronze,Alberton,2025-03-16
C00561,Lungile,Mthembu,M,1973,Bronze,Fourways,2025-04-21
C00562,Tumelo,Dlamini,F,1989,Silver,PMB Central,2023-10-30
C00563,Thandiwe,Mokwena,F,2005,Bronze,Sea Point,2024-07-20
C00564,Nokulunga,Buthelezi,F,,Bronze,PMB Central,2024-07-14
C00565,Tshepo,Mthembu,F,2002,Bronze,Wonderpark,2024-10-23
C00566,Mandisa,Joseph,F,1966,Silver,Midrand,2023-04-28
C00567,Mandla,Mkhize,M,2003,Gold,Pinetown,2023-03-16
C00568,Mpho,Ndlovu,F,1967,Bronze,Menlyn,2024-01-01
C00569,Naledi,Pillay,F,1994,Bronze,Hayfields,2024-04-06
C00570,Pieter,Ngcobo,M,1999,Bronze,Hatfield,2025-04-07
C00571,Johan,Smith,F,1975,Bronze,Vincent,2024-03-22
C00572,Busisiwe,Mhlongo,F,2001,Bronze,Berea,2024-01-03
C00573,Refiloe,Mthembu,F,1961,Bronze,Brooklyn,2025-05-29
C00574,Dineo,Mahlangu,M,1967,Silver,Constantia,2025-01-14
C00575,Zanele,Dlamini,M,,Bronze,Fourways,2025-02-26
C00576,Lesedi,Naidoo,M,1990,Silver,PMB Central,2024-04-28
C00577,Mosa,Mokwena,F,1969,Bronze,Alberton,2023-05-18
C00578,Michael,Joseph,M,1980,Bronze,Roodepoort,2025-05-18
C00579,Bontle,Ngcobo,M,2003,Bronze,George Central,2024-08-02
C00580,Kgomotso,Mokwena,M,1985,Bronze,Hayfields,2023-08-26
C00581,Zanele,Patel,F,1957,Bronze,Hatfield,2024-02-02
C00582,Priya,van Wyk,M,1957,Bronze,Chatsworth,2024-10-10
C00583,Khanyisile,Khan,M,1971,Bronze,Soweto,2024-10-31
C00584,Sarah,Mhlongo,M,1959,Bronze,Edenvale,2024-06-12
C00585,James,Cele,M,1977,Bronze,Berea,2023-01-07
C00586,Aisha,Mahlangu,F,1969,Bronze,Sandton,2023-06-03
C00587,Mandla,Botha,F,2000,Bronze,Wonderpark,2025-04-10
C00588,Pieter,Zulu,F,1985,Bronze,Vincent,2025-05-03
C00589,Emma,Dlamini,F,1963,Bronze,Mthatha Central,2024-06-08
C00590,Sipho,Mkhize,F,1965,Bronze,Fourways,2024-09-05
C00591,Kgomotso,Dlamini,M,2001,Bronze,Stellenbosch Central,2023-08-10
C00592,Rachel,Sibiya,,1985,Silver,Berea,2023-05-27
C00593,Karabo,Zwane,M,1966,Bronze,Tygervalley,2025-01-11
C00594,Lungile,Mabena,M,1993,Bronze,Soweto,2023-05-16
C00595,Lindiwe,Dlamini,F,1987,Silver,Berea,2023-04-09
C00596,Mandla,du Plessis,M,,Silver,Phoenix,2025-02-09
C00597,Bongani,Mabaso,F,1963,Bronze,Sea Point,2025-03-04
C00598,Lungile,Smith,M,1978,Bronze,Rosebank,2023-08-23
C00599,Bontle,du Plessis,M,1979,Silver,Walmer,2024-08-12
C00600,Lindiwe,Smith,F,1985,Silver,Stellenbosch Central,2023-10-18
C00601,Nthabiseng,Nyathi,F,,Silver,Sea Point,2024-08-14
C00602,Fatima,Zulu,M,1979,Bronze,Centurion,2024-02-23
C00603,Marius,Sithole,F,1996,Bronze,PMB Central,2024-03-09
C00604,Kgomotso,Mhlongo,M,1998,Bronze,Ballito,2025-03-13
C00605,Yusuf,du Plessis,F,1990,Bronze,Krugersdorp,2024-08-14
C00606,Anika,Sibanda,M,1997,Bronze,Walmer,2023-06-15
C00607,Lindiwe,Naidoo,M,2005,Bronze,Walmer,2024-12-01
C00608,Sibusiso,Khumalo,F,,Bronze,Bellville,2024-04-27
C00609,Nthabiseng,Smith,F,1971,Bronze,CBD,2025-01-11
C00610,Sarah,Sibanda,M,1988,Gold,Khayelitsha,2024-12-29
C00611,Thandiwe,Coetzee,F,1967,Gold,Chatsworth,2023-02-04
C00612,Karabo,Sibiya,M,1999,Bronze,CBD,2024-01-04
C00613,Andile,Nkosi,,1960,Silver,Randburg,2024-11-16
C00614,James,Sibanda,M,,Silver,Stellenbosch Central,2024-07-16
C00615,Mpho,Buthelezi,M,1977,Silver,Edenvale,2024-09-12
C00616,Palesa,van Wyk,M,,Bronze,Phoenix,2023-04-20
C00617,Yusuf,Ndlovu,M,1976,Silver,Boksburg,2025-06-16
C00618,Ibrahim,Mkhize,F,1983,Bronze,Roodepoort,2025-02-14
C00619,Pieter,van Wyk,M,1992,Bronze,Boksburg,2023-03-11
C00620,Sarah,Govender,M,1969,Bronze,Randburg,2024-06-12
C00621,Ibrahim,Nkosi,M,1971,Bronze,Greenacres,2025-02-05
C00622,Dineo,Mabena,F,1966,Bronze,Richards Bay Central,2023-10-03
C00623,Mandla,Pretorius,F,1967,Bronze,Boksburg,2023-07-31
C00624,Nokuthula,Pretorius,M,1994,Silver,Mitchell's Plain,2023-03-22
C00625,Lungile,Coetzee,M,2003,Gold,Umhlanga,2023-11-19
C00626,Rajesh,Mkhize,M,1986,Silver,Phoenix,2023-10-14
C00627,James,Govender,M,1963,Silver,Umhlanga,2024-07-07
C00628,Sipho,Joseph,F,1998,Bronze,Mitchell's Plain,2024-12-16
C00629,Fatima,van Wyk,F,,Bronze,Westville,2023-04-14
C00630,Johan,Mhlongo,M,1971,Bronze,Brooklyn,2024-04-27
C00631,Kabelo,Mabena,F,1986,Bronze,Hatfield,2024-01-09
C00632,Mandisa,Sibanda,F,1966,Gold,Greenacres,2023-04-13
C00633,Vuyo,Khan,M,1990,Bronze,Bellville,2025-03-30
C00634,Olwethu,Mokwena,F,1955,Bronze,Mthatha Central,2024-06-13
C00635,Ibrahim,Tshabalala,M,1974,Silver,Khayelitsha,2024-02-12
C00636,Lindiwe,Botha,F,1971,Bronze,Berea,2025-02-01
C00637,Pieter,Patel,F,1990,Silver,Randburg,2023-01-21
C00638,Emma,Zulu,F,1998,Bronze,Richards Bay Central,2024-10-27
C00639,Mosa,Nyathi,F,2004,Bronze,Phoenix,2024-05-14
C00640,Refiloe,Jones,M,1979,Bronze,Bellville,2025-06-08
C00641,Refilwe,Mabena,F,1994,Silver,Constantia,2023-03-23
C00642,Refilwe,Mabena,F,1975,Silver,Berea,2024-10-22
C00643,James,Khan,M,2004,Bronze,Westville,2024-06-17
C00644,Rachel,Moyo,F,1956,Bronze,Boksburg,2025-01-31
C00645,Nokwanda,Mabaso,F,1980,Bronze,Umhlanga,2024-07-15
C00646,Nomvula,Dlamini,M,1988,Bronze,Boksburg,2024-09-24
C00647,Themba,Mabaso,M,1979,Bronze,Alberton,2024-03-29
C00648,Thandiwe,Mahlangu,F,,Bronze,Centurion,2025-06-03
C00649,Priya,van Wyk,,1989,Bronze,Parow,2024-12-15
C00650,Ibrahim,van der Merwe,M,1984,Bronze,Richards Bay Central,2024-03-21
C00651,Fatima,Nyathi,F,1977,Bronze,Stellenbosch Central,2024-03-28
C00652,Ayanda,Mhlongo,F,1964,Bronze,Parow,2023-12-19
C00653,Mpho,du Plessis,M,1999,Gold,Umhlanga,2024-03-16
C00654,Bontle,Maseko,M,,Bronze,Wonderpark,2025-06-22
C00655,Yusuf,Smith,F,1965,Bronze,Soweto,2023-08-14
C00656,Kagiso,Mabaso,F,1970,Silver,Pinetown,2025-04-06
C00657,Nokwanda,Khan,F,2002,Bronze,Midrand,2025-05-23
C00658,Zanele,van der Merwe,F,1962,Bronze,Brooklyn,2024-12-18
C00659,Kabelo,Coetzee,F,1956,Gold,Claremont,2023-04-15
C00660,Mpho,Khan,F,1983,Bronze,Bellville,2023-01-16
C00661,Rajesh,Naidoo,F,1974,Bronze,Hatfield,2024-04-19
C00662,Nokwanda,Mokoena,F,2003,Bronze,Fourways,2023-03-15
C00663,Ibrahim,du Plessis,F,1971,Silver,Mitchell's Plain,2025-02-25
C00664,Sibusiso,Pillay,F,1983,Gold,Midrand,2023-04-07
C00665,Fatima,Naidoo,F,1998,Gold,Tygervalley,2023-02-13
C00666,Olwethu,Buthelezi,M,1971,Bronze,Hatfield,2025-06-27
C00667,Nomvula,Naidoo,,1970,Bronze,Tygervalley,2025-03-24
C00668,Busisiwe,Zwane,F,2005,Gold,Westville,2024-05-01
C00669,Nokwanda,Sibiya,F,2004,Bronze,Stellenbosch Central,2024-12-03
C00670,Kabelo,Mabena,M,2003,Bronze,Vincent,2023-06-07
C00671,Nokwanda,Nyathi,M,1963,Bronze,Ballito,2025-03-18
C00672,Mosa,Cele,M,1983,Bronze,Soweto,2024-01-02
C00673,Vuyo,Mahlangu,F,1957,Bronze,Alberton,2024-07-09
C00674,Nokwanda,Coetzee,F,1966,Bronze,Pinetown,2023-10-09
C00675,Nokulunga,Sibiya,M,1990,Bronze,Berea,2023-10-30
C00676,Dineo,Patel,M,,Bronze,Soweto,2025-01-21
C00677,Mandla,Dlamini,M,1978,Bronze,Constantia,2024-11-05
C00678,Ibrahim,Radebe,F,1998,Bronze,Pinetown,2023-10-17
C00679,Johan,Moyo,M,1962,Bronze,CBD,2025-05-05
C00680,Naledi,van der Merwe,M,1967,Bronze,CBD,2024-08-07
C00681,Mosa,Radebe,M,1988,Bronze,Khayelitsha,2024-01-11
C00682,Nokuthula,Sibiya,M,1955,Bronze,Hayfields,2025-06-30
C00683,Khanyisile,Mabaso,F,1995,Bronze,Wonderpark,2025-04-21
C00684,Marius,Khumalo,M,1972,Silver,Krugersdorp,2023-03-21
C00685,Sizwe,Adams,F,2001,Bronze,Midrand,2024-06-22
C00686,Tumelo,Pillay,M,1966,Bronze,Paarl Central,2025-02-23
C00687,Thandiwe,Mkhize,F,1984,Bronze,Paarl Central,2023-06-20
C00688,Karabo,van der Merwe,M,1987,Bronze,Berea,2024-03-29
C00689,Anika,Tshabalala,M,1975,Bronze,Mthatha Central,2024-03-16
C00690,Dineo,Tshabalala,M,1991,Bronze,Ballito,2025-02-01
C00691,Kagiso,Mhlongo,,1983,Bronze,CBD,2023-10-19
C00692,Nthabiseng,Dlamini,M,,Gold,Sandton,2023-01-23
C00693,Refiloe,Khan,M,1987,Gold,Bellville,2024-04-16
C00694,Anika,Mokwena,F,1978,Bronze,Boksburg,2025-04-10
C00695,Ayanda,Mabaso,M,1991,Silver,Centurion,2025-03-22
C00696,Priya,van der Merwe,F,1999,Silver,Paarl Central,2024-09-01
C00697,Mosa,Mthembu,F,1991,Silver,Menlyn,2023-12-23
C00698,Dineo,Smith,F,1962,Bronze,Vincent,2025-05-19
C00699,Nthabiseng,Nkosi,M,1995,Bronze,CBD,2023-11-23
C00700,Ibrahim,Mkhize,F,1987,Bronze,Greenacres,2025-01-19
C00701,James,Jones,M,1991,Bronze,Alberton,2025-03-16
C00702,James,Mokwena,F,1960,Silver,Ballito,2024-02-13
C00703,Kagiso,Mabaso,F,1982,Bronze,Parow,2024-05-07
C00704,Yusuf,Pretorius,F,1996,Bronze,Chatsworth,2023-09-10
C00705,Andile,Ndlovu,F,1982,Gold,Stellenbosch Central,2024-02-28
C00706,David,Mhlongo,F,1975,Bronze,Krugersdorp,2023-06-23
C00707,Anika,Ngcobo,M,1983,Bronze,Edenvale,2023-07-24
C00708,Lungile,Mhlongo,F,2001,Bronze,Khayelitsha,2023-09-06
C00709,Kabelo,Mokwena,M,,Bronze,Mitchell's Plain,2023-11-09
C00710,Rachel,du Plessis,F,1968,Bronze,PMB Central,2024-06-19
C00711,Lehlogonolo,Patel,M,1994,Bronze,Walmer,2024-11-15
C00712,Lerato,Radebe,M,1997,Bronze,Khayelitsha,2023-10-18
C00713,Palesa,Ngcobo,F,1984,Bronze,Soweto,2024-11-07
C00714,Busisiwe,Mhlongo,M,1956,Silver,Soweto,2023-08-25
C00715,Sarah,Joseph,,1961,Bronze,Berea,2024-06-28
C00716,Tshepo,van der Merwe,F,1984,Silver,CBD,2023-09-11
C00717,Fatima,Mthembu,F,1980,Bronze,Greenacres,2023-12-27
C00718,Anika,Mthembu,F,1987,Bronze,Boksburg,2025-06-18
C00719,Sarah,Dlamini,M,1972,Bronze,Fourways,2024-11-03
C00720,Naledi,Mabaso,M,1988,Bronze,Mthatha Central,2024-12-03
C00721,Nokuthula,Moyo,F,1964,Bronze,Berea,2023-12-04
C00722,Rachel,Nyathi,F,1996,Bronze,Midrand,2025-06-02
C00723,Naledi,Mthembu,M,1988,Bronze,Bellville,2024-11-02
C00724,Kgomotso,Botha,F,1990,Silver,George Central,2023-11-22
C00725,Khanyisile,Mokwena,M,2003,Gold,Wonderpark,2023-10-08
C00726,Themba,Pretorius,F,,Gold,Pinetown,2024-08-03
C00727,Kabelo,Govender,M,1969,Bronze,Walmer,2025-03-09
C00728,Priya,Mahlangu,M,1993,Bronze,George Central,2025-05-22
C00729,Sarah,Coetzee,F,1965,Bronze,Sea Point,2023-10-04
C00730,Emma,Govender,M,1967,Bronze,Berea,2025-06-06
C00731,Kabelo,Coetzee,M,1984,Bronze,CBD,2024-09-14
C00732,Olwethu,Radebe,M,1980,Silver,Berea,2024-07-03
C00733,Fatima,Mokoena,M,1983,Silver,Roodepoort,2024-06-15
C00734,Ibrahim,Sibanda,,1957,Bronze,Mthatha Central,2023-02-20
C00735,Palesa,Maseko,F,1974,Bronze,Tygervalley,2024-03-08
C00736,Mpho,Ngcobo,M,1999,Bronze,Vincent,2024-04-07
C00737,Tshepo,Joseph,F,2004,Silver,PMB Central,2023-05-19
C00738,James,Moyo,F,1956,Bronze,Midrand,2025-06-22
C00739,Michael,Mabaso,F,1999,Silver,Tygervalley,2025-01-05
